places/id	places/internationalPhoneNumber	places/location/latitude	places/location/longitude	places/rating	places/regularOpeningHours/weekdayDescriptions/0	places/regularOpeningHours/weekdayDescriptions/1	places/regularOpeningHours/weekdayDescriptions/2	places/regularOpeningHours/weekdayDescriptions/3	places/regularOpeningHours/weekdayDescriptions/4	places/regularOpeningHours/weekdayDescriptions/5	places/regularOpeningHours/weekdayDescriptions/6	places/userRatingCount	places/displayName/text	places/displayName/languageCode	places/primaryType	places/priceLevel
ChIJf06T6nMUVBMReg9yMwRZQ48	+389 70 355 550	42.0039253	21.3872356	4.1	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	566	Slatkarnica Palma	en	pastry_shop	PRICE_LEVEL_MODERATE
ChIJRdtHFRUUVBMRmlRnSplZ7kU	+389 70 208 519	41.9960241	21.4021817	4.3	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	1240	National Restaurant Makedonska Kukja	en	restaurant	PRICE_LEVEL_MODERATE
ChIJQwe9ZBQUVBMRXZPharDRhRg	+389 71 304 186	41.9953363	21.3986565	4.3	Monday: 9:00 AM – 12:00 AM	Tuesday: 9:00 AM – 12:00 AM	Wednesday: 9:00 AM – 12:00 AM	Thursday: 9:00 AM – 12:00 AM	Friday: 9:00 AM – 1:00 AM	Saturday: 9:00 AM – 1:00 AM	Sunday: 12:00 – 8:00 PM	623	Chashka Restaurant	en	restaurant	PRICE_LEVEL_MODERATE
ChIJvaUjcGkUVBMRkzwRkp8d-gw	+389 2 306 1127	42.0031844	21.4000883	4.3	Monday: 9:00 AM – 12:00 AM	Tuesday: 9:00 AM – 12:00 AM	Wednesday: 9:00 AM – 12:00 AM	Thursday: 9:00 AM – 12:00 AM	Friday: 9:00 AM – 1:00 AM	Saturday: 9:00 AM – 12:00 AM	Sunday: 9:00 AM – 12:00 AM	1702	Martini Cafe	en	cafe	PRICE_LEVEL_MODERATE
ChIJN5g3ra8VVBMRSB7eXi9zn9E		42.0007751	21.4367395	4.5	Monday: Open 24 hours	Tuesday: Open 24 hours	Wednesday: Open 24 hours	Thursday: Open 24 hours	Friday: Open 24 hours	Saturday: Open 24 hours	Sunday: Open 24 hours	25902	Old Bazaar - Skopje Old Town	en		
ChIJzcKU4LMVVBMRPgoXjpkscJo		41.9969525	21.4330059	4.7	Monday: Open 24 hours	Tuesday: Open 24 hours	Wednesday: Open 24 hours	Thursday: Open 24 hours	Friday: Open 24 hours	Saturday: Open 24 hours	Sunday: Open 24 hours	7541	Stone Bridge	en	bridge	
ChIJsb8Mv0wUVBMRf9issIqO_gk	+389 2 322 7450	41.9985237	21.4264284	4.8	Monday: 6:00 AM – 8:00 PM	Tuesday: 6:00 AM – 8:00 PM	Wednesday: 6:00 AM – 8:00 PM	Thursday: 6:00 AM – 8:00 PM	Friday: 6:00 AM – 8:00 PM	Saturday: 6:00 AM – 5:00 PM	Sunday: 6:00 AM – 12:00 AM	2428	Archbishop Cathedral „St. Clement of Ohrid”	en	church	
ChIJQyQJdbQVVBMRlHmypEnmICQ		41.9962799	21.4318703	4.6	Monday: Open 24 hours	Tuesday: Open 24 hours	Wednesday: Open 24 hours	Thursday: Open 24 hours	Friday: Open 24 hours	Saturday: Open 24 hours	Sunday: Open 24 hours	5881	„Macedonia“ Square	en	tourist_attraction	
ChIJ9xOWRK4VVBMRFvfRsTVuw_k	+389 2 329 7204	42.0020249	21.4354192	4.7	Monday: Open 24 hours	Tuesday: Open 24 hours	Wednesday: Open 24 hours	Thursday: Open 24 hours	Friday: Open 24 hours	Saturday: Open 24 hours	Sunday: Open 24 hours	1250	Mustafa Pasha Mosque	en	mosque	
ChIJYavsmq8VVBMRadMQNLcAxsE	+389 2 323 0603	42.0015528	21.4385933	4.3	Monday: Open 24 hours	Tuesday: Open 24 hours	Wednesday: Open 24 hours	Thursday: Open 24 hours	Friday: Open 24 hours	Saturday: Open 24 hours	Sunday: Open 24 hours	767	Hotel Arka	en	hotel	
ChIJifNNd3MVVBMRYZ9JCnt0UhI	+389 70 709 799	42.0002959	21.4357488	4.2	Monday: 8:30 AM – 11:00 PM	Tuesday: 8:30 AM – 11:00 PM	Wednesday: 8:30 AM – 11:00 PM	Thursday: 8:30 AM – 11:00 PM	Friday: 8:30 AM – 11:00 PM	Saturday: 8:30 AM – 11:00 PM	Sunday: 8:30 AM – 11:00 PM	416	Kaçamaku Skopje	en	restaurant	
ChIJW1gerrYVVBMR3bd2j99hsS0	+389 78 887 733	41.9955607	21.4339472	4.3	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 10:00 AM – 12:00 AM	3794	Soul Kitchen - Macedonian Wine & Cuisine	en	soul_food_restaurant	PRICE_LEVEL_MODERATE
ChIJh9gVc7wVVBMR1rrN8SGQKpA	+389 2 311 1141	41.9951386	21.4298189	4.5	Monday: Open 24 hours	Tuesday: Open 24 hours	Wednesday: Open 24 hours	Thursday: Open 24 hours	Friday: Open 24 hours	Saturday: Open 24 hours	Sunday: Open 24 hours	386	Alexandar Square Boutique Hotel	en	hotel	
ChIJb4VsqHkVVBMRIA0SivmOn98	+389 70 236 665	41.9947223	21.4310693	4.1	Monday: 7:00 AM – 11:00 PM	Tuesday: 7:00 AM – 11:00 PM	Wednesday: 7:00 AM – 11:00 PM	Thursday: 7:00 AM – 11:00 PM	Friday: 7:00 AM – 11:00 PM	Saturday: 7:00 AM – 11:00 PM	Sunday: 7:00 AM – 11:00 PM	600	Breadway Taste Gallery	en	cake_shop	
ChIJe8Y1bawVVBMRncqqE2UTTko	+389 2 322 2853	41.999484	21.435799	4.5	Monday: 8:00 AM – 11:00 PM	Tuesday: 8:00 AM – 11:00 PM	Wednesday: 8:00 AM – 11:00 PM	Thursday: 8:00 AM – 11:00 PM	Friday: 8:00 AM – 11:00 PM	Saturday: 8:00 AM – 11:00 PM	Sunday: 8:00 AM – 11:00 PM	726	Sweets Shop Rigara	en	pastry_shop	
ChIJgYSNTLEVVBMR0zRZjWfud4k	+389 2 322 4044	41.9959336	21.4344868	4.6								1030	Hotel Senigallia	en	hotel	
ChIJbZ4wRUwUVBMRH18M9ucRlJA	+389 2 321 7874	41.9996329	21.4238844	4.4	Monday: 10:00 AM – 12:00 AM	Tuesday: 10:00 AM – 12:00 AM	Wednesday: 10:00 AM – 12:00 AM	Thursday: 10:00 AM – 12:00 AM	Friday: 10:00 AM – 1:00 AM	Saturday: 10:00 AM – 1:00 AM	Sunday: 10:00 AM – 12:00 AM	1475	Japanese Restaurant SushiCo	en	sushi_restaurant	
ChIJT1gVAcAVVBMReNYSXnOvzEQ	+389 78 838 826	41.9875458	21.4511297	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	1197	Café Block	en	cafe	PRICE_LEVEL_MODERATE
ChIJzUWx0LNzwQ4RAzZBw1NH9bc	+221 33 868 45 30	41.9973859	21.4512754	4.3	Monday: 9:00 AM – 1:30 PM, 3:00 – 7:00 PM	Tuesday: 9:00 AM – 1:30 PM, 3:00 – 7:00 PM	Wednesday: 9:00 AM – 1:30 PM, 3:00 – 7:00 PM	Thursday: 9:00 AM – 1:30 PM, 3:00 – 7:00 PM	Friday: 9:00 AM – 1:30 PM, 3:00 – 7:00 PM	Saturday: 9:00 AM – 1:30 PM, 3:00 – 7:00 PM	Sunday: Closed	158	Arte Dakar	en	art_gallery	
ChIJ-cUObL4VVBMRFh3lgz8ta5M	+389 2 240 0501	41.9919768	21.4496362	4.2	Monday: 8:00 AM – 11:59 PM	Tuesday: 8:00 AM – 11:59 PM	Wednesday: 8:00 AM – 11:59 PM	Thursday: 8:00 AM – 11:59 PM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 11:00 AM – 11:59 PM	1552	Lounge Bar Get	en	restaurant	PRICE_LEVEL_MODERATE
ChIJIceKapUVVBMR5GsN4CHb6Ow	+389 2 246 0512	41.9886307	21.4531067	4.2	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: Closed	2008	Café Palma	en	cake_shop	PRICE_LEVEL_MODERATE
ChIJFasgEAAVVBMR5gyg-_E35w4	+389 72 261 478	41.9853715	21.4499994	4.7	Monday: 7:30 AM – 6:00 PM	Tuesday: 7:30 AM – 6:00 PM	Wednesday: 7:30 AM – 6:00 PM	Thursday: 7:30 AM – 6:00 PM	Friday: 7:30 AM – 6:00 PM	Saturday: 8:00 AM – 4:00 PM	Sunday: Closed	203	Pan Pan - Bakery & Specialty Coffee	en	bakery	
ChIJzbXzdQAVVBMRh0Nzb-BBqoU	+389 73 844 444	41.9910511	21.4467981	3.7	Monday: 7:00 AM – 2:00 AM	Tuesday: 7:00 AM – 2:00 AM	Wednesday: 7:00 AM – 2:00 AM	Thursday: 7:00 AM – 2:00 AM	Friday: 7:00 AM – 2:00 AM	Saturday: 7:00 AM – 2:00 AM	Sunday: 7:00 AM – 11:55 PM	408	Bistro Juzna Pruga	en	restaurant	
ChIJo9g2CcgVVBMRw5fe6AOD95A	+389 77 592 211	41.9894685	21.4392178	4.1	Monday: 8:00 AM – 11:30 PM	Tuesday: 8:00 AM – 11:30 PM	Wednesday: 8:00 AM – 11:30 PM	Thursday: 8:00 AM – 11:30 PM	Friday: 8:00 AM – 1:00 AM	Saturday: 10:00 AM – 1:00 AM	Sunday: Closed	1140	La Tana Restaurant	en	restaurant	PRICE_LEVEL_MODERATE
ChIJsRiadyYVVBMR-zc6RZlSidk	+389 71 204 140	41.9932767	21.4375644	4.7	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 9:00 AM – 1:00 AM	Sunday: Closed	712	Куќа	mk	restaurant	
ChIJQXefz7YVVBMRCSlICP2oDjc	+389 2 325 6337	41.9950676	21.4356613	4.3	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 12:00 AM	3256	Irish Pub Saint Patrick	en	irish_pub	PRICE_LEVEL_MODERATE
ChIJe2Q8O7UVVBMRNIWi3IdsM3I	+389 70 822 799	41.9916526	21.4523979	4.1	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 1:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 9:00 AM – 1:00 AM	Sunday: 9:00 AM – 12:00 AM	406	Bien	en	restaurant	PRICE_LEVEL_MODERATE
ChIJgTuSEQAVVBMRA1bUcPys8-Q	+389 70 299 966	41.9858774	21.4504345	3.7	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 10:00 AM – 12:00 AM	Sunday: Closed	79	Fitness House Aerodrom	en	restaurant	
ChIJQzDDmH4VVBMRFS1gDb7-gzo	+389 78 444 399	41.9872709	21.4518606	3.9	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 12:00 AM	389	Aviator	en	restaurant	
ChIJjZpdACoVVBMRrNQ5aas4gIc	+389 71 515 117	41.9896053	21.4479782	4.3	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 1:00 AM	333	Трач Бар	en	bar	PRICE_LEVEL_INEXPENSIVE
ChIJeVr3OK8VVBMRMouXXnj5GTY	+389 2 306 0070	41.9816732	21.4561537	4	Monday: 8:00 AM – 11:55 PM	Tuesday: 8:00 AM – 11:55 PM	Wednesday: 8:00 AM – 11:55 PM	Thursday: 8:00 AM – 11:55 PM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 11:55 PM	1149	Restoran Dion (Aerodrom)	en	restaurant	PRICE_LEVEL_MODERATE
ChIJ9821EFkVVBMR4GcBx23w2Ws	+389 71 386 622	41.9810207	21.4554409	4.2	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 12:00 PM – 1:00 AM	Sunday: 12:00 PM – 12:00 AM	373	Srekja Bar & Food	en	bar	PRICE_LEVEL_MODERATE
ChIJRVzJSjIVVBMRdhq8A7z5tYE	+389 70 361 500	41.9837224	21.4551019	4.5	Monday: 9:00 AM – 9:30 PM	Tuesday: 9:00 AM – 9:30 PM	Wednesday: 9:00 AM – 9:30 PM	Thursday: 9:00 AM – 9:30 PM	Friday: 9:00 AM – 9:30 PM	Saturday: 9:00 AM – 9:30 PM	Sunday: 9:00 AM – 9:30 PM	250	Verona Picerija Aerodrom	en	pizza_restaurant	PRICE_LEVEL_MODERATE
ChIJuXGdZgQVVBMRNk2XCWQoFUo	+389 70 334 341	41.9825189	21.4723901	4	Monday: 9:00 AM – 12:00 AM	Tuesday: 9:00 AM – 12:00 AM	Wednesday: 9:00 AM – 12:00 AM	Thursday: 9:00 AM – 12:00 AM	Friday: 9:00 AM – 12:00 AM	Saturday: 10:00 AM – 12:00 AM	Sunday: 10:00 AM – 12:00 AM	520	Baking Bread	en	fast_food_restaurant	
ChIJwazxwNAVVBMRPhLrRhkp7uk	+389 70 800 400	41.9851912	21.4660279	4.3	Monday: Open 24 hours	Tuesday: Open 24 hours	Wednesday: Open 24 hours	Thursday: Open 24 hours	Friday: Open 24 hours	Saturday: Open 24 hours	Sunday: 10:00 PM – 12:00 AM	456	Silbo Furna - Biser Mall	en	bakery	PRICE_LEVEL_MODERATE
ChIJWW7eVu4VVBMRx5zoGnG9GNw		41.9879358	21.4740608	3.8	Monday: 10:00 AM – 11:55 PM	Tuesday: 10:00 AM – 11:55 PM	Wednesday: 10:00 AM – 11:55 PM	Thursday: 10:00 AM – 11:55 PM	Friday: 10:00 AM – 11:55 PM	Saturday: 10:00 AM – 11:55 PM	Sunday: 10:00 AM – 11:55 PM	296	KFC Drive Thru - Novo Lisiche	en	fast_food_restaurant	
ChIJscShupUVVBMRVFragY5n8dc	+389 70 318 504	41.9902604	21.4538376	4.3	Monday: 9:00 AM – 12:00 AM	Tuesday: 9:00 AM – 12:00 AM	Wednesday: 9:00 AM – 12:00 AM	Thursday: 9:00 AM – 12:00 AM	Friday: 9:00 AM – 12:00 AM	Saturday: 12:00 PM – 1:00 AM	Sunday: 12:00 – 8:00 PM	673	Moja Kuḱa	en	restaurant	PRICE_LEVEL_MODERATE
ChIJu5o_EY0VVBMROXticz7AqgU	+389 76 436 605	41.9867739	21.4653873	4.3	Monday: 8:00 AM – 8:00 PM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 8:00 PM	927	Pastrmajlija & Grill House	en	restaurant	PRICE_LEVEL_MODERATE
ChIJUaaPN_MVVBMR6J6BEjxa8ng	+389 2 245 0590	41.9838746	21.4676231	4.4	Monday: 9:00 AM – 12:00 AM	Tuesday: 9:00 AM – 12:00 AM	Wednesday: 9:00 AM – 12:00 AM	Thursday: 9:00 AM – 12:00 AM	Friday: 9:00 AM – 1:00 AM	Saturday: 9:00 AM – 1:00 AM	Sunday: 9:00 AM – 6:00 PM	700	Nalej	en	restaurant	PRICE_LEVEL_MODERATE
ChIJU879LY0VVBMR-xqcPrOqigc	+389 70 906 908	41.985365	21.465619	4.5	Monday: 9:00 AM – 12:00 AM	Tuesday: 9:00 AM – 12:00 AM	Wednesday: 9:00 AM – 12:00 AM	Thursday: 9:00 AM – 12:00 AM	Friday: 9:00 AM – 12:00 AM	Saturday: 9:00 AM – 12:00 AM	Sunday: 9:00 AM – 12:00 AM	925	Gama	en	restaurant	PRICE_LEVEL_MODERATE
ChIJb-PpJDQVVBMR9PxN5ZT0aWQ	+389 71 217 216	41.9799433	21.4665324	4.8	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 10:00 AM – 10:00 PM	242	Restaurant Kabranti	en	italian_restaurant	
ChIJUeHNkZEVVBMRFdx6uROASs4	+389 78 995 121	41.9897923	21.4588546	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	726	Gostilnica Trokadero	en	restaurant	PRICE_LEVEL_INEXPENSIVE
ChIJMWZ6yg8VVBMRtf8i_jqf0ZI	+389 71 699 909	41.9878867	21.4534952	3	Monday: 9:00 AM – 11:30 PM	Tuesday: 9:00 AM – 11:30 PM	Wednesday: 9:00 AM – 11:30 PM	Thursday: 9:00 AM – 11:30 PM	Friday: 9:00 AM – 12:30 AM	Saturday: 9:00 AM – 12:30 AM	Sunday: 9:00 AM – 11:30 PM	547	Munchies Burger	en	fast_food_restaurant	
ChIJiezUsPQVVBMRAkb3G8gkpdE	+389 2 312 5125	41.9838009	21.4699348	3.7	Monday: 10:00 AM – 11:00 PM	Tuesday: 10:00 AM – 11:00 PM	Wednesday: 10:00 AM – 11:00 PM	Thursday: 10:00 AM – 11:00 PM	Friday: 10:00 AM – 11:00 PM	Saturday: 10:00 AM – 11:00 PM	Sunday: 10:00 AM – 11:00 PM	333	Domino's Pizza (Aerodrom)	en	pizza_restaurant	
ChIJXa4IbFkVVBMR5BiTIqsgtvw	+389 70 358 500	41.9812988	21.4727408	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 10:00 PM	1000	Daily Food & Wine Lisa	en	restaurant	PRICE_LEVEL_EXPENSIVE
ChIJ151bVDEVVBMRFbmYBlvw0Bo	+389 73 877 778	41.9801057	21.4593934	5	Monday: 8:00 AM – 11:45 PM	Tuesday: 8:00 AM – 11:45 PM	Wednesday: 8:00 AM – 11:45 PM	Thursday: 8:00 AM – 11:45 PM	Friday: 8:00 AM – 11:45 PM	Saturday: 8:00 AM – 11:45 PM	Sunday: Closed	21	Kinder Kafe	en	cafe	
ChIJWxjh9Y0VVBMRz8TC9vbHu9E	+389 2 244 2544	41.989197	21.4634431	4.5	Monday: 9:00 AM – 11:30 PM	Tuesday: 9:00 AM – 11:30 PM	Wednesday: 9:00 AM – 11:30 PM	Thursday: 9:00 AM – 11:30 PM	Friday: 9:00 AM – 12:00 AM	Saturday: 2:00 – 11:00 PM	Sunday: Closed	1019	Skara Leskovac	en	fast_food_restaurant	
ChIJD2toWvQVVBMRMITbqu4JsBM	+389 2 246 2077	41.9810608	21.4714861	4.5	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 10:00 AM – 12:00 AM	431	Café Film	en	cafe	PRICE_LEVEL_INEXPENSIVE
ChIJv3EUy94VVBMRa6eOtKXr7Q0	+389 2 277 7457	41.9727586	21.444993	4.3	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 9:00 AM – 12:00 AM	2406	Café Get	en	cafe	PRICE_LEVEL_MODERATE
ChIJBxL9a7IVVBMRbiT6vMWj6QM	+389 71 616 500	41.9768223	21.4463797	4.8	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	460	15 za 12	en	restaurant	
ChIJT2PVQp4VVBMR_vsN-44qNkg	+389 72 209 606	41.9735508	21.4375199	4.6	Monday: 10:00 AM – 12:00 AM	Tuesday: 10:00 AM – 12:00 AM	Wednesday: 10:00 AM – 12:00 AM	Thursday: 10:00 AM – 12:00 AM	Friday: 10:00 AM – 1:00 AM	Saturday: 10:00 AM – 1:00 AM	Sunday: 10:00 AM – 12:00 AM	210	Bar Groovelyn	en	bar	
ChIJu2MPz-sVVBMRxBq1oF6UIcw	+389 70 353 085	41.9767806	21.4443851	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 12:00 AM	575	Point Café	en	cafe	PRICE_LEVEL_MODERATE
ChIJ4e6Pt94VVBMRdv3ClOg9Jew	+389 78 841 484	41.9734147	21.4462515	4.3	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	571	Quatro Caffe	en	cafe	PRICE_LEVEL_MODERATE
ChIJKwqmTQAVVBMRy_84NLjbnMc	+389 79 218 020	41.979086	21.4383962	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 9:00 AM – 12:00 AM	122	Akademija Caffe	en	coffee_shop	
ChIJdRH-MYQVVBMR7geist2QcwE	+389 71 290 239	41.9731365	21.444081	4.3	Monday: 5:00 – 11:30 PM	Tuesday: 5:00 – 11:30 PM	Wednesday: 5:00 – 11:30 PM	Thursday: 5:00 – 11:30 PM	Friday: 5:00 – 11:30 PM	Saturday: 12:00 – 11:30 PM	Sunday: 12:00 – 11:30 PM	72	Kinoverzum - Kisela Voda	en	movie_theater	
ChIJjWcuUfM_VBMRAWpr7gIOZ2k	+389 75 233 777	41.9767303	21.4456951	4.5	Monday: 5:30 – 10:00 PM	Tuesday: 5:30 – 10:00 PM	Wednesday: 5:30 – 10:00 PM	Thursday: 5:30 – 10:00 PM	Friday: 5:30 – 10:00 PM	Saturday: 12:00 – 9:30 PM	Sunday: 12:00 – 9:30 PM	35	Тинејџтека "Во светот на тинејџерите"	en	cafe	
ChIJ74rmZ88VVBMRfY8crB-F2TI	+389 78 921 138	41.9841892	21.4388675	4.6	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 12:00 AM	858	Restaurant Bratski Merak	en	restaurant	PRICE_LEVEL_MODERATE
ChIJrViYJ0QVVBMRhjsfhzV4j8g	+389 78 445 405	41.9740448	21.4452418	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 12:00 AM	145	Mint Caffee Bar	en	coffee_shop	
ChIJGWPCsFMVVBMRcFqopqhncQ4	+389 76 863 637	41.9763395	21.4451975	3.6	Monday: 4:00 – 10:00 PM	Tuesday: 4:00 – 10:00 PM	Wednesday: 4:00 – 10:00 PM	Thursday: 4:00 – 10:00 PM	Friday: 4:00 – 10:00 PM	Saturday: 12:00 – 10:00 PM	Sunday: 12:00 – 10:00 PM	43	Kafe Igroteka Happy Kids (Kisela Voda)	en	cafe	
ChIJzfOE9-kVVBMRAEC1jI6j8-Q	+389 75 399 893	41.9827805	21.4521448	3.9	Monday: Open 24 hours	Tuesday: Open 24 hours	Wednesday: Open 24 hours	Thursday: Open 24 hours	Friday: Open 24 hours	Saturday: Open 24 hours	Sunday: Open 24 hours	78	OKTA	en	gas_station	
ChIJZaHEqtoVVBMRxJ1lkeO5_Rs	+389 70 457 050	41.980533	21.4396477	4.2	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 12:00 AM	Saturday: 8:00 AM – 12:00 AM	Sunday: 8:00 AM – 12:00 AM	258	Café Mango	en	cafe	
ChIJY7_wYAAVVBMRsFe0SnQGMm8	+389 71 208 214	41.9825827	21.4520237	4.1	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 2:00 AM	Saturday: 8:00 AM – 2:00 AM	Sunday: 10:00 AM – 12:00 AM	127	Smash Burger	en	hamburger_restaurant	
ChIJZ7apy94VVBMR6sIJ0q0q_0A	+389 70 266 841	41.9733315	21.4456081	4.4	Monday: 8:00 AM – 12:00 AM	Tuesday: 8:00 AM – 12:00 AM	Wednesday: 8:00 AM – 12:00 AM	Thursday: 8:00 AM – 12:00 AM	Friday: 8:00 AM – 1:00 AM	Saturday: 8:00 AM – 1:00 AM	Sunday: 8:00 AM – 12:00 AM	420	Bass Cafe	en	cafe	PRICE_LEVEL_MODERATE
